Mч,Tч,Si_ч,Mn_ч,C_ч,P_ч,S_ч,Mл,Si_л,Mn_л,C_л,P_л,S_л,М_ф1,М_ф2,М_ф3,М_ф3,М_ф3,М_мш,tд,Vд,Мм,Tм,Si_м,Mn_м,C_м,P_м,S_м,tM,Mш
315,1327,0.4148,0.2308,4.5464,0.0549,0.025,100,0.192285,0.593415,0.186285,0.01887,0.018875,18459,4804,3064,4539,0,1.575,25.88,22142,376.41,1581,0.004,0.053,0.051,0.005,0.029,4.9,44.8
300,1402,0.3293,0.27,4.61,0.0587,0.0207,79,0.23932,1.580405,0.068148,0.00973,0.002865,20115,5502,3056,4323,0,1.5,20.68,21049,343.75,1673,0.003,0.139,0.038,0.008,0.014,4.3,36.6
310,1409,0.37,0.23,4.55,0.053,0.023,105,0.119467,0.49,0.217257,0.012171,0.012495,18120,1085,3058,4509,0,1.55,20.22,20825,376.41,1613,0.004,0.077,0.05,0.005,0.019,4.6,41.2
312,1360,0.488,0.2508,4.6631,0.0551,0.0229,105,0.115688,0.4745,0.275434,0.012274,0.01275,12061,2201,3041,4519,0,1.56,18.95,19906,378.22,1631,0.006,0.075,0.047,0.01,0.022,4.3,46.6
300,1425,0.34,0.23,4.64,0.053,0.027,79,0.237795,1.570025,0.067775,0.009673,0.002854,20094,6666,3059,4498,0,1.5,20.47,21066,343.75,1668,0.004,0.137,0.043,0.008,0.016,4.2,37.3
310,1400,0.37,0.2371,4.6352,0.053,0.0237,102,0.114949,0.471471,0.280494,0.012247,0.012737,18108,1662,3058,4551,0,1.55,42.78,21928,373.68,1609,0.005,0.097,0.053,0.01,0.023,4.3,40.7
310,1395,0.39,0.2394,4.6177,0.0557,0.0281,99,0.115588,0.474091,0.286905,0.012352,0.012857,20091,1662,3051,4503,0,1.55,20.78,20971,370.96,1624,0.004,0.09,0.056,0.007,0.021,4.6,41.5
310,1400,0.4716,0.2565,4.5755,0.0568,0.0225,108,0.125037,0.512847,0.128861,0.012,0.012093,16041,1664,3039,4482,0,1.55,22.97,20605,379.13,1631,0.004,0.091,0.048,0.013,0.024,8.9,46.8
310,1350,0.7324,0.2831,4.4879,0.06,0.0194,104,0.121231,0.497236,0.194798,0.012159,0.012423,16032,2774,3024,4458,0,1.55,20.47,20320,375.5,1656,0.004,0.078,0.048,0.013,0.013,8.7,59.5
300,1350,0.592,0.268,4.565,0.0558,0.0195,77,0.127335,0.522273,0.093512,0.011938,0.011938,20047,2633,3041,3996,0,1.5,20.13,19061,341.94,1665,0.006,0.086,0.051,0.007,0.011,9.2,47.3
311,1322,0.7,0.28,4.49,0.057,0.018,106,0.127396,0.522524,0.093557,0.011943,0.011943,12011,0,4322,4011,0,1.555,21.5,20516,378.22,1634,0.004,0.083,0.046,0.013,0.023,9.5,57.5
312,1352,0.6946,0.2619,4.4204,0.0554,0.0178,106,0.128242,0.525991,0.094177,0.012023,0.012023,20029,996,2993,4027,0,1.56,22.45,21527,379.13,1629,0.004,0.105,0.056,0.013,0.02,9.4,58.5
310,1395,0.4642,0.2511,4.4613,0.0532,0.0188,105,0.128244,0.526,0.094179,0.012023,0.012023,14024,995,2497,4005,0,1.55,21.28,20468,376.41,1642,0.007,0.131,0.057,0.014,0.016,9.4,45.4
312,1350,0.8465,0.2724,4.5189,0.0566,0.0161,105,0.128366,0.5265,0.094269,0.012034,0.012034,22026,981,2990,4019,0,1.56,22.12,21223,378.22,1649,0.004,0.102,0.052,0.011,0.017,10.1,66.5
306,1408,0.7587,0.2652,4.4935,0.0557,0.0166,111,0.127654,0.523581,0.093746,0.011968,0.011968,14013,999,2983,4017,0,1.53,20.48,20967,378.22,1662,0.004,0.088,0.051,0.012,0.023,11.1,61
311,1371,0.51,0.24,4.6,0.053,0.02,105,0.128366,0.5265,0.094269,0.012034,0.012034,20023,0,2991,4017,0,1.555,22.23,21515,377.31,1604,0.004,0.085,0.063,0.005,0.016,9.1,48.6
320,1380,0.3163,0.2313,4.6025,0.0538,0.028,95,0.128404,0.526658,0.094297,0.012038,0.012038,13988,1989,2990,4000,0,1.6,21.82,20999,376.41,1611,0.003,0.085,0.047,0.006,0.018,9.7,36.8
311,1375,0.7178,0.2944,4.3983,0.0582,0.0148,105,0.128488,0.527,0.094358,0.012046,0.012046,16055,1299,2978,3990,0,1.555,20.33,21349,377.31,1662,0.004,0.095,0.042,0.008,0.012,8.9,58.9
310,1381,0.7229,0.2842,4.5148,0.057,0.016,107,0.190717,0.591857,0.183577,0.018645,0.01865,20020,4156,2983,4512,0,1.55,20.15,22527,378.22,1633,0.003,0.077,0.063,0.006,0.023,9.2,61.6
316,1366,0.45,0.24,4.6,0.053,0.021,101,0.199604,0.598812,0.199604,0.01996,0.01996,14005,3905,3011,4526,0,1.58,18.93,21598,378.22,1646,0.003,0.084,0.059,0.01,0.022,9.2,46.2
310,1372,0.69,0.28,4.65,0.061,0.021,103,0.200777,0.60233,0.200777,0.020078,0.020078,13991,5850,3043,4476,0,1.55,19.5,21925,374.59,1655,0.004,0.085,0.051,0.012,0.02,9.3,58.7
310,1402,0.5216,0.2568,4.6319,0.0551,0.0203,105,0.19981,0.599429,0.19981,0.019981,0.019981,19997,2873,2989,4492,0,1.55,19.23,21658,376.41,1638,0.004,0.078,0.051,0.007,0.024,8.2,50.9
311,1362,0.6969,0.2949,4.6591,0.0605,0.0187,107,0.12812,0.525491,0.094088,0.012011,0.012011,13975,3390,3003,4495,0,1.555,18.8,21139,379.13,1645,0.004,0.098,0.066,0.013,0.028,10.2,58.2
315,1346,0.47,0.23,4.66,0.055,0.025,102,0.128,0.525,0.094,0.012,0.012,14016,4572,3016,4497,0,1.575,19.62,22155,378.22,1597,0.005,0.074,0.058,0.005,0.012,9.2,46.2
310,1372,0.51,0.25,4.78,0.052,0.019,105,0.193623,0.593357,0.190611,0.019291,0.019291,15889,4476,3031,4547,0,1.55,19.13,21728,376.41,1640,0.004,0.08,0.048,0.01,0.022,8.6,49.8
312,1402,0.41,0.23,4.8,0.056,0.027,104,0.199808,0.599423,0.199808,0.019981,0.019981,14964,3561,3023,4560,0,1.56,18.97,21393,377.31,1638,0.004,0.074,0.05,0.01,0.026,8.9,44.5
313,1373,0.58,0.25,4.78,0.057,0.017,106,0.128483,0.526981,0.094355,0.012045,0.012045,14003,3000,2063,4401,0,1.565,22.83,20954,380.03,1599,0.003,0.131,0.095,0.018,0.019,8.9,52
310,1400,0.6458,0.2729,4.749,0.0583,0.0212,105,0.128,0.525,0.094,0.012,0.012,16041,2208,3072,4391,0,1.55,21.78,19872,376.41,1649,0.004,0.139,0.061,0.025,0.022,8.7,55.3
310,1405,0.37,0.23,4.89,0.054,0.031,105,0.200762,0.602286,0.200762,0.020076,0.020076,20041,2204,3077,4423,0,1.55,23.03,21051,376.41,1616,0.004,0.105,0.076,0.013,0.02,9.2,43.1
305,1415,0.5071,0.2454,4.7,0.0584,0.0262,114,0.127439,0.522697,0.093588,0.011947,0.011947,18007,2624,3062,4518,0,1.525,23.3,21417,380.03,1605,0.003,0.082,0.054,0.01,0.023,8.1,49.7
315,1364,0.46,0.26,4.64,0.059,0.031,99,0.157349,0.556364,0.137018,0.015257,0.015257,16012,1631,3048,4523,0,1.575,23.6,21006,375.5,1609,0.006,0.072,0.042,0.008,0.02,6.7,45.5
311,1385,0.39,0.22,4.87,0.052,0.029,106,0.128,0.525,0.094,0.012,0.012,14027,0,2987,4057,0,1.555,21.62,20637,378.22,1606,0.003,0.063,0.046,0.005,0.02,8.3,41.7
315,1350,0.6686,0.2852,4.5543,0.0609,0.0207,100,0.128128,0.525525,0.094094,0.012012,0.012012,14024,0,3031,4078,0,1.575,21.1,20120,376.41,1592,0.004,0.075,0.049,0.006,0.018,8.4,55.4
305,1400,0.379,0.2366,4.6743,0.0554,0.0292,107,0.127402,0.522547,0.093561,0.011944,0.011944,14013,0,3042,4084,0,1.525,51.9,21094,373.68,1615,0.003,0.048,0.044,0.004,0.019,8.3,41
311,1380,0.46,0.25,4.7,0.055,0.028,100,0.128384,0.526575,0.094282,0.012036,0.012036,12011,3803,3001,4477,0,1.555,20.18,19446,372.78,1632,0.004,0.076,0.033,0.007,0.016,6,44.6
311,1360,0.4361,0.244,4.7,0.0538,0.0232,106,0.127638,0.523514,0.093734,0.011966,0.011966,12013,2319,2049,4486,0,1.555,18.15,20338,378.22,1660,0.004,0.085,0.037,0.014,0.012,7.1,44.1
309,1363,0.537,0.2784,4.569,0.0574,0.0168,106,0.115321,0.472995,0.273368,0.012226,0.012698,12002,2804,2997,4490,0,1.545,18.85,21075,376.41,1682,0.004,0.059,0.027,0.011,0.009,6.4,49.1
300,1338,0.518,0.25,4.7413,0.0539,0.0175,82,0.233228,1.566012,0.060918,0.00915,0.002322,21936,3016,3041,4530,0,1.5,18.23,20514,346.47,1688,0.004,0.099,0.038,0.007,0.011,8,46.3
290,1365,0.65,0.26,4.59,0.055,0.016,89,0.223953,1.473449,0.06398,0.009418,0.003201,20034,4860,2964,4459,0,1.45,18.75,20462,343.75,1649,0.003,0.085,0.034,0.005,0.011,0.7,53
291,1370,0.6483,0.26,4.59,0.0548,0.0157,91,0.235586,1.584143,0.061118,0.009195,0.002272,20008,5546,2993,4460,0,1.455,44.73,23320,346.47,1660,0.004,0.119,0.046,0.009,0.018,7.9,53.7
290,1401,0.6479,0.256,4.6217,0.0532,0.014,88,0.226267,1.492949,0.063867,0.009426,0.003097,20030,7301,3003,4461,0,1.45,20.9,20522,342.85,1663,0.003,0.133,0.052,0.007,0.011,6.9,53.1
305,1389,0.66,0.25,4.67,0.052,0.014,110,0.116596,0.478227,0.267444,0.012295,0.012749,14031,2893,2995,4471,0,1.525,18.93,20886,376.41,1627,0.005,0.128,0.042,0.007,0.011,7.5,55.9
292,1361,0.6085,0.2708,4.55,0.0574,0.0185,90,0.235526,1.583522,0.061141,0.009197,0.002278,20011,5350,3125,4417,0,1.46,21.95,21094,346.47,1628,0.004,0.116,0.054,0.006,0.011,7.5,51.6
291,1357,0.71,0.31,4.53,0.062,0.016,90,0.176058,0.57605,0.16154,0.016942,0.016949,22012,5088,2052,4409,0,1.455,22.35,21744,345.57,1611,0.006,0.102,0.056,0.005,0.017,7.1,55.6
291,1421,0.59,0.25,5,0.052,0.018,92,0.170509,0.569397,0.153646,0.016339,0.016346,19958,6257,3065,4488,0,1.455,22.33,21952,347.38,1643,0.004,0.076,0.049,0.005,0.019,7.2,50.2
290,1382,0.6,0.25,0,0.052,0.018,90,0.191872,0.594017,0.185206,0.018789,0.018794,19954,4287,3078,4475,0,1.45,21.87,21539,344.66,1667,0.003,0.079,0.041,0.009,0.023,6.9,50.2
291,1366,0.6234,0.2763,4.6569,0.0577,0.0195,90,0.193322,0.592233,0.188878,0.019067,0.01907,19990,4563,3062,4451,0,1.455,22.33,22196,345.57,1761,0.004,0.071,0.039,0.009,0.025,7.5,51.5
290,1427,0.58,0.25,4.82,0.05,0.015,93,0.217152,1.177043,0.110891,0.012999,0.008913,19998,5786,3081,4440,0,1.45,21.55,21199,347.38,1640,0.005,0.073,0.037,0.006,0.016,6.7,50.4
305,1405,0.5649,0.2651,4.7333,0.0534,0.0176,110,0.119971,0.492068,0.215376,0.012202,0.01252,14949,5001,3053,4435,0,1.525,19.45,21521,376.41,1632,0.004,0.06,0.043,0.007,0.018,8.5,51.7
292,1361,0.6408,0.2746,4.6439,0.0569,0.0165,92,0.19412,0.594359,0.189772,0.019152,0.019155,19971,4806,3069,4465,0,1.46,23.05,22279,348.29,1646,0.003,0.076,0.041,0.009,0.024,6.9,52.9
312,1350,0.6222,0.29,4.618,0.06,0.0192,100,0.19556,0.59655,0.19318,0.0195,0.0195,14953,5929,3050,4445,0,1.56,19.97,22348,373.68,1670,0.004,0.077,0.048,0.007,0.022,8.4,54.9
315,1420,0.6351,0.2565,4.9205,0.0497,0.0134,102,0.197878,0.597965,0.19631,0.019694,0.019695,14064,14416,3038,3997,0,1.575,27.67,22044,378.22,1668,0.004,0.094,0.042,0.01,0.021,8.5,57.4
300,1355,0.5003,0.2903,4.5997,0.0595,0.0195,80,0.187313,0.588849,0.177563,0.018149,0.018156,20080,1005,3032,4059,0,1.5,18.15,20525,344.66,1669,0.109,1.22,0.051,0.007,0.012,7.2,43.8
311,1380,0.5693,0.2424,4.7682,0.0502,0.0145,106,0.191921,0.592634,0.185807,0.018827,0.018831,14051,6342,3009,4075,0,1.555,19.15,21586,378.22,1629,0.004,0.069,0.061,0.009,0.026,8.4,53
295,1400,0.44,0.31,4.77,0.06,0.024,80,0.12784,0.524344,0.093883,0.011985,0.011985,20084,2461,3006,4029,0,1.475,18.45,20098,340.13,1637,0.003,0.132,0.088,0.01,0.009,7.3,39.9
300,1355,0.54,0.27,4.63,0.06,0.024,82,0.193646,0.594402,0.188768,0.019073,0.019077,20073,1958,3012,4005,0,1.5,17.78,20126,346.47,1655,0.129,1.31,0.041,0.009,0.013,7.4,46.4
311,1391,0.54,0.27,4.63,0.06,0.024,106,0.192156,0.59209,0.186495,0.018877,0.018882,16051,4408,3012,4057,0,1.555,19.15,20791,378.22,1651,0.004,0.093,0.052,0.011,0.022,7.6,51.5
310,1375,0.43,0.31,4.75,0.066,0.026,105,0.173073,0.574334,0.157108,0.016642,0.016648,14043,2456,3010,4067,0,1.55,19.18,21349,376.41,1633,0.003,0.09,0.048,0.012,0.025,7.8,44.7
290,1373,0.6631,0.2703,4.66,0.0539,0.0152,91,0.174941,0.575736,0.159723,0.016818,0.016824,22048,2918,3133,4020,0,1.45,18.03,19947,345.57,1613,0.003,0.074,0.039,0.005,0.023,6.8,53.2
290,1363,0.69,0.26,4.66,0.051,0.014,90,0.199778,0.599333,0.199778,0.019978,0.019978,22016,1968,3061,3964,0,1.45,17.23,19293,344.66,1645,0.006,0.075,0.035,0.005,0.021,6.2,54.5
290,1372,0.53,0.33,4.73,0.066,0.022,91,0.20022,0.600659,0.20022,0.020022,0.020022,22031,1461,3060,4023,0,1.45,18.22,20277,345.57,1620,0.003,0.074,0.05,0.005,0.023,6.6,47
310,1360,0.514,0.2652,4.7752,0.059,0.0254,106,0.191865,0.591426,0.186129,0.018844,0.018848,16027,2431,3073,4014,0,1.55,18.4,20647,377.31,1620,0.004,0.087,0.065,0.009,0.029,8.4,49.8
290,1370,0.5517,0.2866,4.7662,0.0602,0.0213,92,0.150391,0.546196,0.127478,0.0145,0.0145,14008,3917,3067,4028,0,1.45,18.62,20959,346.47,1623,0.003,0.078,0.066,0.011,0.027,6.7,46.6
308,1323,0.5694,0.2708,4.7792,0.0598,0.0227,105,0.194075,0.594316,0.189694,0.019146,0.019149,10008,1450,3073,4005,0,1.54,18.62,21091,374.59,1654,0.004,0.097,0.063,0.017,0.023,8.1,51.2
312,1337,0.5064,0.3156,4.6877,0.068,0.0249,107,0.199626,0.598879,0.199626,0.019963,0.019963,18032,2446,3078,3988,0,1.56,19.17,21718,380.03,1614,0.006,0.09,0.049,0.008,0.026,8.4,50.2
311,1372,0.5709,0.3022,4.6917,0.0634,0.0202,108,0.187813,0.587322,0.179824,0.018352,0.018357,18024,3401,3058,3975,0,1.555,18.63,20719,380.03,1648,0.004,0.127,0.07,0.015,0.027,8.8,53.6
311,1362,0.4864,0.2671,4.83,0.062,0.0332,105,0.115931,0.4755,0.275613,0.012297,0.012773,19930,1955,3061,4468,0,1.555,18.58,20829,377.31,1607,0.004,0.102,0.056,0.008,0.019,6.8,47.6
299,1418,0.587,0.25,0,0.0529,0.0198,78,0.127508,0.522981,0.093638,0.011954,0.011954,20866,4245,3059,4481,0,1.495,19.08,19800,341.94,1688,0.005,0.117,0.054,0.01,0.009,5.7,47.6
303,1400,0.5173,0.2807,4.9337,0.0588,0.0212,75,0.128683,0.5278,0.094501,0.012064,0.012064,20039,5603,3064,4536,0,1.515,19.53,19949,342.85,1656,0.004,0.084,0.053,0.005,0.008,6,44
302,1381,0.4573,0.3318,4.7491,0.0675,0.0226,106,0.193099,0.59492,0.187439,0.018972,0.018976,20084,6670,3057,4500,0,1.51,19.68,21540,370.06,1621,0.004,0.087,0.041,0.009,0.012,6.4,47.7
298,1362,0.47,0.32,4.75,0.069,0.025,80,0.187869,0.587342,0.179269,0.018273,0.018279,19984,1387,3063,4455,0,1.49,54.4,22825,342.85,1637,0.004,0.055,0.05,0.004,0.013,5.1,42.3
292,1361,0.7825,0.2662,4.65,0.0548,0.0125,90,0.233488,1.266795,0.190821,0.012318,0.007616,20026,4722,3054,4519,0,1.46,19.18,20934,346.47,1667,0.004,0.108,0.055,0.009,0.014,5.7,59.9
288,1351,0.5442,0.3125,4.6558,0.0648,0.0185,90,0.189204,0.59055,0.180893,0.018424,0.01843,19958,5615,3054,4466,0,1.44,18.52,20020,342.85,1610,0.003,0.062,0.053,0.004,0.02,5.4,47.5
288,1372,0.6894,0.2947,4.662,0.0595,0.0168,90,0.426617,1.441111,0.561939,0.017194,0.004671,19986,7087,3063,4511,0,1.44,24.05,22267,342.85,1647,0.005,0.106,0.043,0.006,0.01,4.9,58.2
310,1360,0.6113,0.3013,4.52,0.0633,0.0201,106,0.192058,0.593151,0.185907,0.018838,0.018843,14076,3259,3061,4497,0,1.55,19.42,20280,377.31,1635,0.004,0.094,0.075,0.006,0.016,5.8,54.7
300,1412,0.79,0.325,4.595,0.0595,0.012,117,0.189606,0.588633,0.182426,0.018532,0.018537,18096,2724,3053,4539,0,1.5,19.9,20749,378.22,1660,0.004,0.106,0.059,0.01,0.02,6,65
300,1418,0.806,0.3225,4.6085,0.0589,0.0117,114,0.173256,0.572829,0.160461,0.017025,0.017025,18113,4924,3057,4507,0,1.5,19.78,20642,375.5,1633,0.005,0.091,0.05,0.012,0.016,5.1,65.3
305,1450,0.692,0.288,4.7433,0.0572,0.0123,110,0.189308,0.589001,0.181672,0.018475,0.01848,22162,6533,3053,4523,0,1.525,20.43,21467,376.41,1632,0.004,0.072,0.049,0.007,0.024,6.1,60.7
310,1368,0.47,0.32,4.66,0.066,0.02,106,0.189981,0.590774,0.182434,0.018547,0.018553,16114,5442,3051,4478,0,1.55,20.22,21262,377.31,1622,0.004,0.111,0.045,0.01,0.012,6.1,48.1
300,1391,0.5233,0.3342,4.7325,0.068,0.0208,83,0.186651,0.583735,0.180916,0.01853,0.01853,24172,6577,3062,4647,0,1.5,19.97,21031,347.38,1671,0.005,0.076,0.035,0.006,0.015,5.1,47.1
305,1376,0.74,0.36,4.86,0.07,0.016,109,0.189706,0.589376,0.182367,0.018532,0.018538,16102,3340,3060,6790,0,1.525,20.73,21546,375.5,1651,0.004,0.091,0.05,0.01,0.022,5.9,61.8
305,1424,0.79,0.28,4.66,0.056,0.012,112,0.190388,0.590778,0.18328,0.018614,0.018619,18135,8196,3058,4507,0,1.525,20.4,21471,378.22,1638,0.009,0.094,0.063,0.01,0.024,6.1,65.6
306,1432,0.62,0.27,4.94,0.054,0.014,111,0.162158,0.559567,0.142279,0.015504,0.015509,12091,4249,10047,0,0,1.53,19.12,21058,378.22,1661,0.004,0.105,0.06,0.009,0.016,6.5,55.3
300,1388,0.742,0.319,4.646,0.061,0.011,116,0.190841,0.590509,0.184323,0.018695,0.0187,12168,4967,9363,0,0,1.5,19.87,22113,377.31,1646,0.006,0.085,0.059,0.013,0.023,5.9,62.2
305,1365,0.6912,0.3308,4.7638,0.0654,0.0134,110,0.190828,0.589346,0.184719,0.018718,0.018722,18052,4338,10186,0,0,1.525,19.77,21741,376.41,1656,0.004,0.087,0.052,0.009,0.02,5.7,60.1
290,1439,0.64,0.27,4.94,0.055,0.014,91,0.214653,1.274937,0.085266,0.010944,0.006129,21935,5068,3162,4469,0,1.45,18.97,20580,345.57,1688,0.004,0.117,0.039,0.007,0.01,4.7,53.1
310,1398,0.549,0.3258,4.6923,0.0654,0.0149,105,0.150986,0.549372,0.125329,0.014234,0.014239,14928,4155,3081,4569,0,1.55,17.87,19741,376.41,1636,0.004,0.091,0.047,0.01,0.022,5.8,50.9
291,1417,0.4899,0.2824,4.88,0.0574,0.0167,89,0.184618,0.586619,0.174072,0.017927,0.017933,19938,3330,3070,4599,0,1.455,18.55,20330,344.66,1629,0.002,0.051,0.034,0.004,0.018,4.7,44.6
309,1410,0.4885,0.2826,4.88,0.0575,0.0168,111,0.181982,0.545946,0.181982,0.018198,0.018198,15114,6107,3049,4622,0,1.545,19.32,20428,380.94,1644,0.004,0.084,0.054,0.01,0.019,5.4,49.7
305,1403,0.6346,0.3223,4.5589,0.0646,0.0123,111,0.134703,0.577306,0.093495,0.011883,0.011557,14925,1905,3045,4583,0,1.525,42.28,22148,377.31,1658,0.004,0.106,0.043,0.01,0.014,4.7,55.2
310,1416,0.6294,0.2745,4.75,0.0552,0.0132,106,0.135259,0.578387,0.09359,0.01183,0.01149,19994,2638,3049,4659,0,1.55,19.12,20806,377.31,1650,0.005,0.098,0.047,0.008,0.014,4.9,55.5
305,1421,0.53,0.27,4.75,0.057,0.015,111,0.168625,0.568777,0.15119,0.016207,0.016212,14910,3325,1544,4550,0,1.525,18.67,20322,377.31,1613,0.004,0.084,0.05,0.008,0.017,5,50.5
305,1388,0.491,0.3225,4.7195,0.0683,0.0151,110,0.116596,0.478227,0.267444,0.012295,0.012749,13913,4036,1557,4588,0,1.525,18.97,20760,376.41,1626,0.003,0.08,0.044,0.01,0.011,5.1,47.4
306,1425,0.6089,0.3,4.6333,0.0609,0.0137,109,0.171905,0.569656,0.158897,0.016884,0.016884,15845,4853,1558,4574,0,1.53,19.47,21589,376.41,1660,0.005,0.128,0.053,0.012,0.018,5.2,54.7
306,1426,0.61,0.27,4.61,0.055,0.014,110,0.116247,0.476795,0.267187,0.012262,0.012716,15012,5344,1565,4573,0,1.53,18.85,20499,377.31,1647,0.004,0.093,0.06,0.012,0.012,5,53.8
305,1425,0.5551,0.291,4.7166,0.0592,0.0144,108,0.167096,0.565,0.151733,0.016348,0.016348,16100,1652,1564,4552,0,1.525,19.27,20124,374.59,1680,0.004,0.149,0.064,0.021,0.015,5.4,51.1
290,1400,0.4562,0.3435,4.569,0.0687,0.014,93,0.16332,0.561371,0.146101,0.015927,0.015927,24149,4361,1562,4449,0,1.45,19.32,20160,347.38,1637,0.003,0.09,0.039,0.006,0.013,4.8,43.9
310,1415,0.6245,0.309,4.5848,0.0624,0.013,104,0.189251,0.588692,0.182272,0.018552,0.018556,18126,2738,1561,4424,0,1.55,20.4,21152,375.5,1665,0.004,0.116,0.062,0.012,0.021,5.3,55.2
305,1415,0.6785,0.2887,4.6418,0.0597,0.0131,110,0.188502,0.587485,0.180538,0.018374,0.01838,18152,1092,1550,4533,0,1.525,20.45,21291,376.41,1667,0.004,0.13,0.088,0.014,0.021,5.9,58.3
290,1395,0.5221,0.3152,4.6828,0.0646,0.0137,93,0.182333,0.582613,0.16943,0.017462,0.017472,24147,4400,1563,4539,0,1.45,27.48,22562,347.38,1660,0.003,0.12,0.063,0.011,0.02,4.5,47.4
310,1392,0.4639,0.2907,4.7307,0.0629,0.0153,105,0.19394,0.594964,0.189179,0.01911,0.019113,22144,3278,1563,4519,0,1.55,20.15,21841,376.41,1648,0.003,0.086,0.077,0.005,0.022,5,48
305,1435,0.61,0.26,4.53,0.054,0.015,110,0.186496,0.586825,0.177229,0.018142,0.018148,18112,4411,1561,2263,0,1.525,20.32,21293,376.41,1654,0.005,0.117,0.077,0.008,0.023,5.8,55
305,1445,0.601,0.25,4.8112,0.0528,0.013,112,0.187029,0.586138,0.180988,0.018561,0.018561,14081,7609,1554,4472,0,1.525,19.32,21702,378.22,1685,0.005,0.126,0.063,0.015,0.021,5.5,55.1
290,1430,0.6498,0.2762,4.5685,0.0563,0.0148,90,0.234187,1.574411,0.060813,0.009147,0.002268,20100,5492,9979,0,0,1.45,17.97,20251,344.66,1668,0.008,0.102,0.027,0.002,0.013,4.3,53.8
290,1371,0.4503,0.2993,4.7431,0.0665,0.0232,91,0.207895,1.095363,0.110303,0.012897,0.009342,18086,3476,10131,0,0,1.45,18.2,20614,345.57,1628,0.004,0.076,0.048,0.004,0.026,4.5,43.5
290,1424,0.52,0.25,4.59,0.051,0.019,91,0.173285,0.570949,0.15817,0.01667,0.016677,20105,1962,10077,14,0,1.45,39.43,21059,345.57,1666,0.003,0.113,0.064,0.005,0.018,4.6,46.4
306,1448,0.51,0.24,4.726,0.053,0.0215,112,0.192986,0.594729,0.187271,0.018957,0.018961,14058,5944,1552,4672,0,1.53,17.87,20199,379.13,1643,0.004,0.091,0.047,0.008,0.026,4.9,50.5
301,1378,0.55,0.3,4.65,0.065,0.023,111,0.128115,0.525473,0.094085,0.012011,0.012011,20072,2595,1520,4627,0,1.505,19.57,21287,373.68,1595,0.003,0.069,0.043,0.004,0.011,4.6,51.1
302,1431,0.606,0.2427,4.65,0.0519,0.0177,111,0.183946,0.584432,0.173676,0.017892,0.017897,14894,1374,1519,4546,0,1.51,36.03,21637,374.59,1643,0.004,0.096,0.046,0.011,0.021,6.4,54
291,1391,0.4713,0.31,4.92,0.0642,0.0206,91,0.170264,0.569143,0.153253,0.016308,0.016314,19944,3317,1513,4521,0,1.455,18.67,20497,346.47,1634,0.005,0.082,0.071,0.005,0.021,4.5,43.6
305,1413,0.592,0.2813,4.802,0.061,0.0213,110,0.116131,0.476318,0.267102,0.012251,0.012705,14903,4264,1522,4522,0,1.525,18.55,17795,376.41,1671,0.004,0.093,0.037,0.006,0.018,4.8,52.6
302,1431,0.56,0.24,4.72,0.052,0.021,110,0.192711,0.594491,0.186783,0.018917,0.018921,14382,4247,1513,4506,0,1.51,19.6,21573,373.68,1673,0.007,0.071,0.048,0.008,0.03,4.3,52
280,1444,0.53,0.23,0,0.052,0.021,101,0.17802,0.534059,0.17802,0.017802,0.017802,19945,5090,1508,4569,0,1.4,18.95,21078,345.57,1696,0.003,0.065,0.092,0.003,0.025,4.1,47.7
301,1435,0.57,0.24,4.81,0.054,0.022,110,0.189539,0.589594,0.181939,0.0185,0.018506,14397,7977,1516,4444,0,1.505,17.65,18647,372.78,1634,0.005,0.067,0.047,0.011,0.034,4.4,53
301,1439,0.56,0.2686,4.8165,0.0548,0.0206,110,0.192278,0.592592,0.186569,0.018887,0.018891,14397,7299,1509,4464,0,1.505,18.18,20465,372.78,1635,0.004,0.071,0.047,0.008,0.027,4.7,52.4
300,1420,0.5733,0.2983,4.7,0.0623,0.02,113,0.173788,0.572097,0.159186,0.016779,0.016784,16050,7235,1507,4588,0,1.5,19.9,20878,374.59,1606,0.007,0.072,0.041,0.008,0.023,4.5,53.4
300,1382,0.5637,0.318,4.62,0.0626,0.0179,109,0.190257,0.591028,0.182917,0.018587,0.018593,16044,2175,1550,4603,0,1.5,21.35,21700,370.96,1631,0.005,0.101,0.068,0.018,0.024,10.8,51.8
300,1438,0.64,0.25,4.73,0.051,0.016,109,0.159236,0.507918,0.149889,0.01548,0.015485,18055,2728,1569,4611,0,1.5,26,21114,370.96,1645,0.004,0.097,0.063,0.012,0.02,10.8,55.4
300,1400,0.503,0.327,4.82,0.0629,0.0154,111,0.116238,0.476757,0.265542,0.012249,0.012699,18038,2752,1574,4588,0,1.5,20.9,22165,372.78,1633,0.004,0.132,0.066,0.017,0.013,11,48.2
290,1436,0.53,0.25,4.63,0.051,0.02,91,0.150967,0.477165,0.142176,0.014571,0.014578,24104,4423,1547,4564,0,1.45,20.23,21023,345.57,1665,0.005,0.077,0.053,0.006,0.019,8.8,46.9
300,1405,0.59,0.31,4.46,0.066,0.019,109,0.116374,0.477317,0.268949,0.012286,0.012745,16097,3527,1553,4538,0,1.5,20.17,20768,370.96,1676,0.004,0.092,0.038,0.015,0.023,9.7,52
